"","Ticker","Security","Return","Volatility"
"111","CLX","The Clorox Company",-0.000153274151221286,0.0120977571307231
"438","TXT","Textron Inc.",-0.000155407534644298,0.0218462077632453
"479","WBA","Walgreens Boots Alliance",-0.000170901489349295,0.0149578430448769
"407","SIG","Signet Jewelers",-0.000181291955163206,0.0237833968360972
"84","CAM","Cameron International Corp.",-0.000181813589366274,0.0162694609599439
"386","RHT","Red Hat Inc.",-0.000182518225725675,0.0203593583832535
"229","HRL","Hormel Foods Corp.",-0.000186137930166932,0.0157219299533979
"394","ROP","Roper Industries",-0.000193583893771237,0.014812594506512
"33","AXP","American Express Co",-0.000207536787419194,0.0182880803332917
"90","CCL","Carnival Corp.",-0.000222174511269562,0.020939012432546
"36","AMP","Ameriprise Financial",-0.000223321829530731,0.0217571297560447
"233","HBAN","Huntington Bancshares",-0.000239265671178817,0.0218547447995178
"25","GOOGL","Alphabet Inc Class A",-0.000243588808215526,0.0159982357278773
"420","SBUX","Starbucks Corp.",-0.000254172969415101,0.0165822676782783
"34","AIG","American International Group, Inc.",-0.000260010928666122,0.0147553611390016
"410","SLG","SL Green Realty",-0.000262209841167558,0.0211911448713067
"391","RHI","Robert Half International",-0.000276397031953629,0.0180293189459319
"297","WRK","Westrock Co",-0.000280263585138056,0.0312969411455033
"188","FITB","Fifth Third Bancorp",-0.000305742817243509,0.0227260669036333
"422","STT","State Street Corp.",-0.000311992180821575,0.0221050211180626
"26","GOOG","Alphabet Inc Class C",-0.000314679699186686,0.016134407482465
"363","PNC","PNC Financial Services",-0.00031694273671472,0.0161190180808298
"130","CSRA","CSRA Inc.",-0.000325951162616586,0.0252941189045207
"484","WFC","Wells Fargo",-0.000329078185421878,0.0170061141385894
"412","SNA","Snap-On Inc.",-0.000343049749559397,0.016527810830386
"209","GM","General Motors",-0.000347252219679916,0.0168883988145046
"331","JWN","Nordstrom",-0.000365076016284468,0.0212767444316812
"29","AMZN","Amazon.com Inc",-0.000366745770030554,0.0241988904943362
"212","GS","Goldman Sachs Group",-0.000382604845937024,0.0200909427052242
"498","XL","XL Capital",-0.000394458362482125,0.0135871867620055
"38","AME","Ametek",-0.000396233300850534,0.0121405149202191
"164","EA","Electronic Arts",-0.00041021312112851,0.0209205245451586
"433","TGNA","Tegna",-0.000417474981705221,0.0212376713657499
"304","MSFT","Microsoft Corp.",-0.000463633602796286,0.0180538844774831
"480","DIS","The Walt Disney Company",-0.00047466605028301,0.0151198623418274
"447","TSS","Total System Services",-0.000487397460127037,0.0237939833970935
"46","AAPL","Apple Inc.",-0.000487408860474026,0.0175080010888274
"295","MCK","McKesson Corp.",-0.00051300859393796,0.0208006038754675
"152","DPS","Dr Pepper Snapple Group",-0.000522801835501287,0.0117559405717856
"268","LM","Legg Mason",-0.000524852358015259,0.0253858302690919
"67","BBBY","Bed Bath & Beyond",-0.000533711301522042,0.0170747410597838
"89","KMX","Carmax Inc",-0.000579195235668802,0.0268735196638105
"99","SCHW","Charles Schwab Corporation",-0.000585022620470374,0.0247880154475443
"139","DLPH","Delphi Automotive",-0.000611571463937977,0.0223115165410146
"409","SWKS","Skyworks Solutions",-0.000612497606282017,0.0279916943929766
"449","RIG","Transocean",-0.000616565405191001,0.0488017141399722
"109","C","Citigroup Inc.",-0.000620099009812065,0.0251249858702991
"467","VLO","Valero Energy",-0.000632860688203098,0.0268147938557974
"315","MYL","Mylan N.V.",-0.000644519639680239,0.0303281369123602
"328","NKE","Nike",-0.000644858083460144,0.0171295145433858
"6","ATVI","Activision Blizzard",-0.000661314417590472,0.0233866189602162
"73","BA","Boeing Company",-0.000670973943032466,0.0201838870635828
"237","INTC","Intel Corp.",-0.000716098883792139,0.0170983033517744
"273","LLY","Lilly (Eli) & Co.",-0.000736008210403436,0.0163713341341729
"31","AAL","American Airlines Group",-0.000753793813781861,0.0207966800363585
"128","COST","Costco Co.",-0.000754564506874786,0.0122348855611247
"79","BF-B","Brown-Forman Corporation",-0.000769773041020547,0.0133903594482396
"60","BAC","Bank of America Corp",-0.000849963973867149,0.0245340461481426
"317","NOV","National Oilwell Varco Inc.",-0.000895302337124718,0.030836615337864
"157","ETFC","E*Trade",-0.000901018437569182,0.0232818420118207
"362","PCL","Plum Creek Timber Co.",-0.000924088158668205,0.0259261751108895
"274","LNC","Lincoln National",-0.000941885700809472,0.0267417694206024
"379","QRVO","Qorvo",-0.000978241289681328,0.034095889125064
"285","MPC","Marathon Petroleum",-0.000992239570311767,0.0327471043414014
"490","WFM","Whole Foods Market",-0.0010065842965914,0.0186856841095816
"458","UAL","United Continental Holdings",-0.00107045937552321,0.0241846701370317
"140","DAL","Delta Air Lines",-0.00107826094585326,0.0203035959841038
"37","ABC","AmerisourceBergen Corp",-0.00109747267312754,0.0134007265668309
"92","CBG","CBRE Group",-0.00112507669413149,0.0250867238992817
"311","MS","Morgan Stanley",-0.00118523747621372,0.0256763948462805
"168","ESV","Ensco plc",-0.00127844209256387,0.0544357544258334
"179","EXPE","Expedia Inc.",-0.00130955609061269,0.024474589254617
"160","EBAY","eBay Inc.",-0.00132896220195146,0.0212633785010541
"436","TSO","Tesoro Petroleum Co.",-0.00134086749354344,0.0302039196893854
"235","ILMN","Illumina Inc",-0.0014345332497607,0.0378729790041688
"98","CF","CF Industries Holdings Inc",-0.00144481520485803,0.0328718936366382
"21","ALXN","Alexion Pharmaceuticals",-0.00149129442798131,0.0273806921848597
"364","RL","Polo Ralph Lauren Corp.",-0.00149602443151365,0.0291368627624814
"319","NTAP","NetApp",-0.00150372437799945,0.0212809375958556
"181","ESRX","Express Scripts",-0.00159440978945248,0.0165844459440668
"263","KR","Kroger Co.",-0.00162986149237596,0.0180668568903817
"252","JNPR","Juniper Networks",-0.00178659948906602,0.024836895989356
"396","RCL","Royal Caribbean Cruises Ltd",-0.0019324471506127,0.0304590629919609
"320","NFLX","Netflix Inc.",-0.00205590887326659,0.0321901507353029
"53","AN","AutoNation Inc",-0.00206023160212957,0.0246893617725489
"354","PRGO","Perrigo",-0.00209114656619651,0.0197853620484155
"264","LB","L Brands Inc.",-0.00213244808084593,0.0180219640796307
"303","MU","Micron Technology",-0.00214013284926472,0.036106758702947
"403","STX","Seagate Technology",-0.00222068320629499,0.0382000759016481
"309","MNST","Monster Beverage",-0.00222093388875977,0.0173245275079344
"102","CMG","Chipotle Mexican Grill",-0.00231718949345946,0.0239066858297572
"23","ADS","Alliance Data Systems",-0.00256612087501537,0.0297101462282712
"486","WDC","Western Digital",-0.00269517934053323,0.0330197244175904
"450","TRIP","TripAdvisor",-0.00274130015676684,0.0285516380486954
"473","VRTX","Vertex Pharmaceuticals Inc",-0.00274373618438429,0.0310816015621426
"387","REGN","Regeneron",-0.00284266337551371,0.0286761395361755
"20","AGN","Allergan plc",-0.00285187653459094,0.023404178842472
"72","HRB","Block H&R",-0.00326757573913053,0.0214189322496737
"167","ENDP","Endo International",-0.0046068602598074,0.0490277173006622
